Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$5,000 and under",13.576017130620985010706638120,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$5,001-$10,000",4.7965738758029978586723768700,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$10,001-$20,000",15.631691648822269807280513920,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$20,001-$30,000",11.820128479657387580299785870,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$30,001-$50,000",22.355460385438972162740899360,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),"$50,001 and over",21.498929336188436830835117770,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Total personal income for people who live in this area (Age 15+),Not stated,10.321199143468950749464668090,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Wages Salary Commissions Bonuses etc,33.485401459854014598540145990,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Self-employment or Business,17.822384428223844282238442820,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Interest Dividends Rent Other Invest.,14.020681265206812652068126520,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Payments from a Work Accident Insurer,0.9428223844282238442822384400,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),NZ Superannuation or Veterans Pension,10.614355231143552311435523110,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Other Super. Pensions Annuities,1.003649635036496350364963500,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Unemployment Benefit,1.4598540145985401459854014600,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
