Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Invercargill,Demographics,Highest qualification (Age 15+),Bachelor Degree and Level 7 Qualifications,3423,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Postgraduate and Honours Degrees,702,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Masters Degree,375,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Doctorate Degree,78,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Overseas Secondary School Qualification,996,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Highest qualification (Age 15+),Not elsewhere included,4650,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",No children,5310,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",One child,2424,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Two children,5226,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Three children,3708,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Four children,1800,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Five children,744,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Six or more children,519,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
